,o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
72,13027,670,152122.09,1992-01-16,no
73,16807,442,151371.38,1992-01-16,no
74,24864,280,183089.76,1992-01-16,no
75,25351,1048,26054.07,1992-01-16,no
76,26883,1036,31232.91,1992-01-16,no
77,3685,112,214614.78,1992-01-17,yes
78,9632,1000,118512.35,1992-01-17,no
79,23268,421,120720.59,1992-01-17,yes
80,29090,716,182540.91,1992-01-17,no
81,29573,179,56672.97,1992-01-17,no
82,29888,910,204863.97,1992-01-17,yes
83,33410,902,116400.87,1992-01-17,no
84,29412,661,19318.44,1992-01-18,no
85,15491,1030,254320.49,1992-01-19,yes
86,24290,946,64290.99,1992-01-19,no
87,28197,953,83848.77,1992-01-19,no
88,6886,704,168087.49,1992-01-20,yes
89,7684,802,219417.96,1992-01-20,yes
90,8034,517,156450.94,1992-01-20,no
91,11969,314,332960.61,1992-01-20,yes
92,33285,515,175431.07,1992-01-20,no
93,33956,178,164578.33,1992-01-20,no
94,38277,683,16928.19,1992-01-20,no
95,6016,152,85767.91,1992-01-21,no
96,7973,652,55441.29,1992-01-21,no
97,19617,43,71139.75,1992-01-21,no
98,29223,769,247834.16,1992-01-21,yes
99,37377,887,236794.9,1992-01-21,yes
100,38690,502,78082.71,1992-01-21,no
101,11428,440,11493.97,1992-01-22,no
102,9761,302,82550.77,1992-01-23,no
103,19715,733,29240.01,1992-01-23,no
104,28582,842,112240.08,1992-01-23,no
105,30629,673,130592.41,1992-01-23,no
106,2688,682,209509.84,1992-01-24,yes
107,6373,271,142649.7,1992-01-24,no
108,28902,272,216584.88,1992-01-24,yes
109,36000,745,15049.18,1992-01-24,no
110,26053,598,162287.63,1992-01-25,no
111,15073,52,68268.96,1992-01-26,no
112,15554,31,95883.87,1992-01-26,no
113,26759,29,225943.06,1992-01-26,yes
114,37892,788,21212.31,1992-01-26,no
115,15940,479,97186.91,1992-01-27,no
116,28129,694,167719.42,1992-01-27,no
117,32966,704,254452.12,1992-01-27,yes
118,4804,250,165809.26,1992-01-28,no
119,18886,130,244606.26,1992-01-28,yes
120,31170,445,103381.65,1992-01-28,no
121,36418,1043,70429.29,1992-01-28,no
122,8070,701,336989.3,1992-01-29,yes
123,36484,344,221691.44,1992-01-29,yes
124,3168,952,94873.02,1992-01-30,no
125,15557,674,82029.79,1992-01-30,no
126,37347,262,186870.17,1992-01-30,no
127,9253,572,254923.93,1992-01-31,yes
128,9925,37,252678.58,1992-01-31,yes
129,20003,814,164802.75,1992-01-31,no
130,30949,752,125684.91,1992-01-31,no
131,12644,811,122051.64,1992-02-01,no
132,20256,343,49829.34,1992-02-01,no
133,30113,82,26186.11,1992-02-01,no
134,6757,667,261369.27,1992-02-02,yes
135,20417,694,57221.24,1992-02-02,yes
136,34470,172,153827.25,1992-02-02,yes
137,8832,358,99347.91,1992-02-03,no
138,15943,133,53569.31,1992-02-03,no
139,22916,322,18074.16,1992-02-03,no
140,32513,581,142436.52,1992-02-03,no
141,34912,1030,28086.0,1992-02-03,no
142,39813,784,77604.49,1992-02-03,no
143,8067,34,93199.29,1992-02-04,no
144,7072,775,62109.3,1992-02-05,no
145,16996,800,99862.23,1992-02-05,no
146,38597,292,174082.15,1992-02-05,no
147,16548,7,113674.48,1992-02-06,no
148,17635,430,316254.5,1992-02-06,yes
149,21537,601,52403.38,1992-02-06,no
150,34083,622,184881.6,1992-02-06,no
151,2755,824,157162.08,1992-02-07,no
152,16866,829,87803.14,1992-02-07,no
153,24448,958,226185.23,1992-02-07,yes
154,31525,169,7872.39,1992-02-07,no
155,33603,28,53718.67,1992-02-07,no
156,37444,595,71989.05,1992-02-07,no
157,8224,26,98530.8,1992-02-08,no
158,11683,148,208303.79,1992-02-08,yes
159,16580,167,251019.62,1992-02-08,yes
160,27909,268,149811.89,1992-02-08,no
161,28390,733,167992.02,1992-02-08,no
162,34117,881,216102.12,1992-02-08,yes
163,23140,298,275795.47,1992-02-09,yes
164,27109,215,62349.75,1992-02-09,no
165,27557,133,222820.88,1992-02-09,yes
166,28198,121,203548.54,1992-02-09,yes
167,37763,1022,163320.86,1992-02-09,no
168,4162,149,107696.68,1992-02-10,no
169,11239,332,288426.95,1992-02-10,yes
170,29507,187,128852.57,1992-02-10,no
171,10917,176,133553.02,1992-02-11,no
172,30599,361,37269.67,1992-02-11,no
173,33414,898,105356.86,1992-02-11,no
174,35492,866,217052.59,1992-02-11,yes
175,8007,166,235642.3,1992-02-12,yes
176,13157,460,240634.73,1992-02-12,yes
177,14625,752,3421.63,1992-02-12,no
178,17093,163,155608.97,1992-02-12,no
179,18500,62,132532.15,1992-02-12,no
180,4199,29,37484.36,1992-02-13,no
181,10593,787,195185.2,1992-02-13,no
182,14272,943,93921.82,1992-02-13,no
183,26151,902,184039.55,1992-02-13,yes
184,38661,1049,230446.36,1992-02-13,yes
185,8772,199,19233.29,1992-02-14,no
186,13700,745,19376.23,1992-02-14,no
187,31168,706,128327.88,1992-02-14,no
188,33184,560,73427.69,1992-02-14,no
189,33507,109,131888.82,1992-02-14,no
190,34211,676,136611.53,1992-02-14,no
191,38500,694,64055.97,1992-02-14,no
192,1154,247,197391.97,1992-02-15,yes
193,1537,754,119149.47,1992-02-15,no
194,11267,385,43511.58,1992-02-15,no
195,20962,320,210534.39,1992-02-15,yes
196,7587,160,26702.3,1992-02-16,no
197,29473,1028,176524.07,1992-02-16,no
198,32292,400,287000.68,1992-02-16,yes
199,35846,140,52148.0,1992-02-16,no
200,38052,421,37327.54,1992-02-16,no
201,14212,565,152151.78,1992-02-17,no
202,17607,727,43174.82,1992-02-17,no
203,24487,583,80989.97,1992-02-17,no
204,25570,274,88459.75,1992-02-17,no
205,30694,85,15376.26,1992-02-17,no
206,31106,454,219787.98,1992-02-17,yes
207,801,826,169057.39,1992-02-18,no
208,4391,265,53612.67,1992-02-18,no
209,14240,482,273409.02,1992-02-18,yes
210,24775,424,74641.88,1992-02-18,no
211,4035,815,29905.78,1992-02-19,no
212,7299,959,84939.29,1992-02-19,no
213,12418,910,136074.76,1992-02-19,no
214,32192,235,186146.92,1992-02-19,no
215,37123,22,147015.5,1992-02-19,no
216,37445,331,124110.23,1992-02-19,no
217,1057,532,134796.53,1992-02-20,no
218,5860,88,12503.46,1992-02-20,no
219,12711,59,108664.19,1992-02-20,no
220,26309,958,217388.27,1992-02-20,yes
221,35905,842,187778.64,1992-02-20,yes
222,39075,941,188946.98,1992-02-20,no
223,6,391,65878.93,1992-02-21,no
224,20803,37,88507.29,1992-02-21,no
225,25255,343,157335.82,1992-02-21,yes
226,421,275,1922.0,1992-02-22,no
227,17285,404,114548.59,1992-02-22,no
228,17602,269,30930.44,1992-02-22,no
229,37797,868,123255.97,1992-02-23,no
230,8388,614,205360.97,1992-02-24,yes
231,9281,632,207873.7,1992-02-24,yes
232,19623,149,253432.4,1992-02-24,yes
233,35392,845,43047.37,1992-02-24,no
234,6338,1036,138373.38,1992-02-25,no
235,11776,271,66095.29,1992-02-25,yes
236,13668,616,177329.15,1992-02-25,no
237,25314,244,309520.95,1992-02-25,yes
238,27171,472,191009.39,1992-02-25,no
239,39873,226,38579.22,1992-02-25,no
240,16455,970,61195.02,1992-02-26,no
241,25637,214,125760.0,1992-02-26,no
242,31622,530,83653.83,1992-02-26,no
243,38086,671,78540.59,1992-02-26,no
244,37986,448,139416.95,1992-02-27,yes
245,7653,913,147121.51,1992-02-28,no
246,18950,833,30100.62,1992-02-28,no
247,28998,718,2271.85,1992-02-28,no
248,1282,812,71004.75,1992-02-29,no
249,19332,892,229834.38,1992-02-29,yes
250,36257,91,89624.48,1992-02-29,no
251,16740,190,72410.59,1992-03-01,no
252,6436,733,14836.62,1992-03-02,yes
253,8035,638,179518.6,1992-03-02,yes
254,12739,541,38553.36,1992-03-02,no
255,27045,622,236664.06,1992-03-02,yes
256,33606,457,48077.2,1992-03-02,no
257,34405,577,112182.59,1992-03-02,no
258,384,793,161767.81,1992-03-03,no
259,6944,481,6195.36,1992-03-03,no
260,13666,311,48177.03,1992-03-03,no
261,17088,832,12789.07,1992-03-03,no
262,21478,743,333026.13,1992-03-03,yes
263,27392,238,179733.05,1992-03-03,no
264,4230,977,295115.13,1992-03-04,yes
265,25767,377,269715.87,1992-03-04,yes
266,32902,1018,172091.98,1992-03-04,no
267,35968,503,231578.75,1992-03-04,yes
268,1925,118,210111.74,1992-03-05,yes
269,34563,466,234930.56,1992-03-05,yes
270,37188,977,150296.1,1992-03-05,no
271,2240,388,222691.93,1992-03-06,yes
272,15173,419,166219.4,1992-03-06,no
273,24677,71,42771.29,1992-03-06,no
274,4483,353,149641.84,1992-03-07,no
275,13991,844,241639.11,1992-03-07,yes
276,15044,775,88184.53,1992-03-07,no
277,15492,689,57591.35,1992-03-07,no
278,34276,398,58609.09,1992-03-07,no
279,36612,505,108004.59,1992-03-07,no
280,10598,323,17928.85,1992-03-08,no
281,21543,184,146630.34,1992-03-08,no
282,31523,439,95031.71,1992-03-09,no
283,2848,482,170304.25,1992-03-10,no
284,5574,187,174126.63,1992-03-10,yes
285,22085,82,138212.52,1992-03-10,no
286,7174,902,73856.29,1992-03-11,no
287,16804,911,109017.85,1992-03-11,no
288,20645,421,18141.67,1992-03-11,no
289,24707,995,155450.22,1992-03-11,no
290,2912,646,46822.73,1992-03-12,no
291,31269,520,60901.53,1992-03-12,no
292,17152,607,140822.24,1992-03-13,yes
293,23584,794,128745.95,1992-03-13,no
294,32067,623,216058.82,1992-03-13,yes
295,38465,731,45782.3,1992-03-13,no
296,13024,464,51077.06,1992-03-14,no
297,20194,866,128461.77,1992-03-14,no
298,29607,347,113913.49,1992-03-14,no
299,35173,235,200542.33,1992-03-14,yes
300,37605,812,157341.12,1992-03-14,yes
301,2022,433,276161.14,1992-03-15,yes
302,2880,56,208527.66,1992-03-15,yes
303,14784,725,207303.98,1992-03-15,yes
304,27490,868,172248.22,1992-03-15,yes
305,15367,14,15483.47,1992-03-16,no
306,17571,250,325733.84,1992-03-16,yes
307,19207,68,183208.05,1992-03-16,no
308,21223,287,204852.1,1992-03-16,yes
309,21607,758,83345.04,1992-03-16,no
310,4515,979,210219.05,1992-03-17,yes
311,18112,769,149081.82,1992-03-17,no
312,11202,818,169328.72,1992-03-18,no
313,24672,578,248409.13,1992-03-18,yes
314,322,935,145855.15,1992-03-19,no
315,8771,850,79331.8,1992-03-19,no
316,10531,40,177768.5,1992-03-19,no
317,11393,805,142003.64,1992-03-19,no
318,21126,796,91531.94,1992-03-19,yes
319,26660,683,107758.77,1992-03-19,no
320,27076,436,124717.37,1992-03-19,no
321,324,737,31709.02,1992-03-20,no
322,1856,731,270457.2,1992-03-20,yes
323,24865,349,247027.12,1992-03-20,yes
324,11328,326,17131.69,1992-03-21,no
325,12386,298,273087.5,1992-03-21,yes
326,26535,212,178033.06,1992-03-21,no
327,30051,164,97724.11,1992-03-21,no
328,2786,553,214565.84,1992-03-22,yes
329,4705,685,242539.62,1992-03-22,yes
330,4903,644,54146.49,1992-03-22,no
331,31586,523,253104.25,1992-03-22,yes
332,9826,490,123827.89,1992-03-23,no
333,11301,952,166242.1,1992-03-23,yes
334,17893,940,44357.08,1992-03-23,no
335,29926,904,61082.5,1992-03-23,no
336,2627,1039,47194.76,1992-03-24,no
337,3973,713,128112.09,1992-03-24,no
338,7941,952,89325.4,1992-03-24,no
339,12352,1027,302727.14,1992-03-24,yes
340,15616,10,147500.14,1992-03-24,no
341,29921,1021,49890.86,1992-03-24,no
342,38853,554,206832.61,1992-03-24,yes
343,39655,190,191965.11,1992-03-24,yes
344,1764,197,74096.85,1992-03-25,no
345,5473,449,79759.1,1992-03-25,no
346,9794,355,233700.67,1992-03-25,yes
347,16390,574,10334.16,1992-03-25,no
348,24770,1006,51863.1,1992-03-25,no
349,9541,419,112363.76,1992-03-26,yes
350,11045,389,227769.86,1992-03-26,yes
351,33252,706,324783.83,1992-03-26,yes
352,3970,526,187939.21,1992-03-27,no
353,6950,884,21451.76,1992-03-27,no
354,10343,64,37963.65,1992-03-27,no
355,24546,232,289855.29,1992-03-27,yes
356,5953,40,124702.37,1992-03-28,yes
357,9990,274,69423.56,1992-03-28,no
358,11330,197,3440.8,1992-03-28,no
359,19009,694,3550.11,1992-03-28,no
360,20995,97,120227.05,1992-03-28,no
361,35814,155,230623.92,1992-03-28,yes
362,10439,658,240008.24,1992-03-29,yes
363,18464,919,154018.82,1992-03-29,no
364,22373,367,263354.8,1992-03-29,yes
365,22466,2,133850.18,1992-03-29,no
366,26979,37,229692.06,1992-03-29,yes
367,29280,979,194845.49,1992-03-29,no
368,34279,485,266459.41,1992-03-29,yes
369,36512,700,326390.58,1992-03-29,yes
370,1894,526,44844.33,1992-03-30,yes
371,9186,320,149797.73,1992-03-30,no
372,10567,229,77981.37,1992-03-30,no
373,11303,271,92515.38,1992-03-30,no
374,15104,772,38189.28,1992-03-30,no
375,26338,305,154544.02,1992-03-30,no
376,29831,832,175574.04,1992-03-30,no
377,32642,866,22954.95,1992-03-30,no
378,9575,640,20517.71,1992-03-31,no
379,11173,223,157804.74,1992-03-31,no
380,15782,388,196345.83,1992-03-31,no
381,20964,7,259763.65,1992-03-31,yes
382,37124,872,133608.89,1992-03-31,no
383,37895,119,72546.06,1992-03-31,no
384,17281,727,127891.3,1992-04-01,no
385,28835,107,104591.97,1992-04-01,no
386,33284,1009,95040.64,1992-04-01,yes
387,8546,77,133839.57,1992-04-02,yes
388,18208,619,304854.5,1992-04-02,yes
389,21604,823,202651.94,1992-04-02,yes
390,24071,179,57285.22,1992-04-02,no
391,14177,395,100205.05,1992-04-03,no
392,19301,65,116773.08,1992-04-03,no
393,35045,488,145439.1,1992-04-03,no
394,3681,362,60049.0,1992-04-04,no
395,9793,838,97991.61,1992-04-04,no
396,13633,961,176764.75,1992-04-04,no
397,18756,1039,10231.34,1992-04-04,no
398,32993,800,92669.41,1992-04-04,no
399,33605,286,130636.29,1992-04-04,no
400,194,433,115876.48,1992-04-05,no
401,4256,826,20936.62,1992-04-05,no
402,7458,922,94611.07,1992-04-05,no
403,15142,103,74239.79,1992-04-05,no
404,22883,223,21748.89,1992-04-05,no
405,8005,166,287541.99,1992-04-06,yes
406,17986,472,183899.0,1992-04-06,yes
407,21856,359,119536.89,1992-04-06,no
408,21888,202,99358.7,1992-04-06,no
409,28868,121,160024.15,1992-04-06,no
410,29024,838,128817.73,1992-04-06,yes
411,29411,437,329268.42,1992-04-07,yes
412,39143,628,104636.48,1992-04-07,no
413,4738,29,199513.13,1992-04-08,yes
414,25793,755,114144.69,1992-04-08,no
415,39203,514,48382.89,1992-04-08,no
416,2689,710,43159.85,1992-04-09,no
417,3140,1015,81099.09,1992-04-09,no
418,3842,188,177734.27,1992-04-09,no
419,21605,499,172824.98,1992-04-09,no
420,15236,553,161732.39,1992-04-10,no
421,15687,37,210882.7,1992-04-10,yes
422,16193,373,223660.83,1992-04-10,yes
423,36132,274,139891.83,1992-04-10,yes
424,3205,1024,212861.03,1992-04-11,yes
425,13894,872,123804.15,1992-04-11,yes
426,27939,742,162663.45,1992-04-11,no
427,33409,73,20360.18,1992-04-11,no
428,19044,22,179061.42,1992-04-12,yes
429,2052,626,218470.85,1992-04-13,yes
430,18373,145,11875.85,1992-04-13,no
431,8450,725,48317.99,1992-04-14,no
432,13216,754,66384.82,1992-04-14,no
433,17702,481,242017.6,1992-04-14,yes
434,24066,277,245561.04,1992-04-14,yes
435,24101,901,135511.64,1992-04-14,no
436,28710,281,54296.52,1992-04-14,no
437,39876,166,91155.49,1992-04-14,no
438,8609,881,127927.64,1992-04-15,no
439,10756,760,65854.2,1992-04-15,no
440,12133,253,35547.67,1992-04-15,no
441,38310,548,79316.37,1992-04-15,no
442,1344,119,59679.99,1992-04-16,no
443,1826,571,195546.15,1992-04-16,no
444,15013,952,56085.52,1992-04-16,no
445,20615,217,165770.14,1992-04-16,no
446,28871,904,137028.86,1992-04-16,no
447,5028,82,35018.54,1992-04-17,no
448,21638,871,57474.97,1992-04-17,yes
449,30305,988,133580.41,1992-04-17,no
450,21253,1027,175151.05,1992-04-18,no
451,22688,962,119105.55,1992-04-18,no
452,24098,469,190767.98,1992-04-18,yes
453,25895,550,138020.14,1992-04-18,no
454,832,203,103475.51,1992-04-19,no
455,1221,94,178742.38,1992-04-19,no
456,32386,289,49937.92,1992-04-19,no
457,35040,341,140013.78,1992-04-19,no
458,38242,140,258664.37,1992-04-19,yes
459,1955,85,127620.76,1992-04-20,no
460,15683,196,73078.7,1992-04-20,no
461,26980,986,105006.91,1992-04-21,no
462,5095,667,236335.29,1992-04-22,yes
463,5986,802,131008.87,1992-04-22,no
464,8390,470,79511.84,1992-04-22,no
465,11810,454,67119.49,1992-04-23,no
466,13281,1036,127786.1,1992-04-23,yes
467,21030,214,156876.75,1992-04-23,yes
468,25606,455,34341.65,1992-04-23,no
469,35104,346,281732.44,1992-04-23,yes
470,39300,133,186431.16,1992-04-23,no
471,22183,160,311461.57,1992-04-24,yes
472,24706,41,30900.35,1992-04-24,no
473,3043,304,101671.98,1992-04-25,no
474,4805,106,195696.09,1992-04-25,no
475,7747,254,40718.92,1992-04-25,no
476,8033,98,72772.99,1992-04-25,no
477,9828,914,257335.36,1992-04-25,yes
478,12931,542,72494.13,1992-04-25,no
479,23172,457,76447.63,1992-04-25,no
480,24291,812,220619.31,1992-04-25,yes
481,25478,325,108987.21,1992-04-25,no
482,32032,346,32427.18,1992-04-25,no
483,737,838,14089.82,1992-04-26,no
484,1217,46,56150.89,1992-04-26,no
485,3845,622,175098.09,1992-04-26,no
486,5190,406,131716.78,1992-04-26,no
487,16711,1042,218579.0,1992-04-26,yes
488,21573,223,208563.04,1992-04-26,yes
489,22754,659,51470.55,1992-04-26,no
490,29188,50,50602.65,1992-04-26,no
491,29861,145,75740.75,1992-04-26,no
492,21415,553,78733.45,1992-04-27,yes
493,23009,889,108760.11,1992-04-27,no
494,23111,67,200661.19,1992-04-27,yes
495,30310,940,120492.5,1992-04-27,yes
496,13892,709,187709.61,1992-04-28,no
497,15329,418,91404.17,1992-04-28,no
498,26912,622,18775.62,1992-04-28,no
499,33159,574,72917.07,1992-04-28,no
500,33378,620,343454.77,1992-04-28,yes
501,33670,850,217777.99,1992-04-28,yes
502,38498,829,135087.09,1992-04-28,yes
503,5767,823,154206.72,1992-04-29,no
504,6949,518,147958.81,1992-04-29,no
505,16448,143,100777.97,1992-04-29,no
506,21860,424,210402.41,1992-04-29,yes
507,22497,530,209760.45,1992-04-29,yes
508,26982,43,265689.32,1992-04-29,yes
509,30405,445,8671.48,1992-04-29,no
510,2691,43,36409.35,1992-04-30,no
511,10150,928,276987.93,1992-04-30,yes
512,22726,587,35413.86,1992-04-30,no
513,24643,161,37639.43,1992-04-30,no
514,28742,992,115516.63,1992-04-30,no
515,34086,157,30696.61,1992-04-30,no
516,36103,632,150936.93,1992-04-30,no
517,38279,472,182408.6,1992-04-30,no
518,134,44,163230.94,1992-05-01,no
519,644,52,311860.02,1992-05-01,yes
520,16482,427,42809.67,1992-05-01,no
521,9952,365,76386.81,1992-05-02,no
522,19366,809,134421.58,1992-05-02,no
523,19520,172,49250.22,1992-05-02,no
524,21410,1049,46733.83,1992-05-02,no
525,30307,718,102932.21,1992-05-02,no
526,3524,655,24614.38,1992-05-03,no
527,7488,715,137303.11,1992-05-04,no
528,18917,625,25754.5,1992-05-04,no
529,22951,850,25985.01,1992-05-04,no
530,30375,55,150423.17,1992-05-04,no
531,32805,631,104732.42,1992-05-04,no
532,33443,5,42080.68,1992-05-04,no
533,39302,575,59681.97,1992-05-04,no
534,5795,259,40685.08,1992-05-05,no
535,8833,277,125487.8,1992-05-05,no
536,10470,128,261098.83,1992-05-05,yes
537,39652,403,251818.6,1992-05-05,yes
538,2023,826,206676.64,1992-05-06,yes
539,9409,679,194782.93,1992-05-06,no
540,16257,10,89995.96,1992-05-06,yes
541,6785,665,109545.81,1992-05-07,no
542,8679,398,92050.51,1992-05-07,no
543,21796,970,193906.56,1992-05-07,yes
544,22272,686,230440.67,1992-05-07,yes
545,27265,793,85440.09,1992-05-07,yes
546,28771,1027,4229.82,1992-05-07,no
547,30819,641,10421.77,1992-05-07,no
548,33024,769,161730.59,1992-05-07,yes
549,130,259,149112.2,1992-05-08,no
550,6598,77,45161.15,1992-05-08,no
551,17862,7,180120.81,1992-05-08,no
552,30784,343,129256.31,1992-05-08,no
553,35008,1043,268046.68,1992-05-08,yes
554,615,458,53429.45,1992-05-09,no
555,14599,569,21536.01,1992-05-09,no
556,21510,269,110974.71,1992-05-09,no
557,30627,547,127578.53,1992-05-09,no
558,38437,305,100901.77,1992-05-09,yes
559,2881,691,63724.79,1992-05-10,no
560,4992,430,230234.74,1992-05-10,yes
561,9543,595,99846.06,1992-05-10,no
562,13282,572,128759.96,1992-05-10,no
563,25348,533,237403.72,1992-05-10,yes
564,5121,931,224812.32,1992-05-11,yes
565,7106,803,256232.35,1992-05-11,yes
566,21186,673,100875.28,1992-05-11,yes
567,23587,883,81980.38,1992-05-11,no
568,26756,517,163977.12,1992-05-11,yes
569,14851,122,195809.4,1992-05-12,no
570,15524,479,23617.35,1992-05-12,no
571,16454,349,251628.66,1992-05-12,yes
572,31393,340,160724.66,1992-05-12,no
573,4069,508,249336.63,1992-05-13,yes
574,10688,2,52526.84,1992-05-13,no
575,21540,289,116835.92,1992-05-13,no
576,25733,91,235545.0,1992-05-13,yes
577,30886,860,190827.52,1992-05-13,no
578,8130,623,49591.97,1992-05-14,no
579,11011,10,282893.08,1992-05-14,yes
580,15399,979,182538.88,1992-05-14,yes
581,17698,209,206847.73,1992-05-14,yes
582,22081,65,142249.12,1992-05-14,yes
583,28418,616,42356.17,1992-05-14,yes
584,34339,142,272567.28,1992-05-14,yes
585,36324,685,130582.15,1992-05-14,no
586,36644,16,237273.03,1992-05-14,yes
587,5959,161,278130.63,1992-05-15,yes
588,16359,530,161126.27,1992-05-15,no
589,31430,700,14912.0,1992-05-15,no
590,39365,583,128598.43,1992-05-15,yes
591,4260,994,21381.95,1992-05-16,no
592,21090,64,178807.48,1992-05-16,yes
593,8359,262,156631.68,1992-05-17,yes
594,16039,350,221829.94,1992-05-17,yes
595,24420,670,191185.7,1992-05-17,yes
596,13572,1049,100367.4,1992-05-18,no
597,29250,386,245908.11,1992-05-18,yes
598,39168,416,244652.54,1992-05-18,yes
599,1701,899,73974.47,1992-05-19,no
600,1729,919,11482.62,1992-05-19,no
601,9312,644,196421.46,1992-05-19,yes
602,11589,920,92494.27,1992-05-19,no
603,17447,131,54987.37,1992-05-19,no
604,27142,196,157034.06,1992-05-19,yes
605,36614,97,23944.56,1992-05-19,no
606,20642,782,265245.31,1992-05-20,yes
607,23681,1010,29859.75,1992-05-20,no
608,1088,1030,70400.63,1992-05-21,no
609,4867,58,12831.5,1992-05-21,no
610,7841,1042,219377.31,1992-05-21,yes
611,14497,1045,112458.98,1992-05-21,no
612,22563,598,118675.39,1992-05-21,yes
613,24453,356,32446.29,1992-05-21,no
614,37350,229,25874.89,1992-05-21,no
615,38817,793,174885.54,1992-05-21,no
616,17701,326,218008.38,1992-05-22,yes
617,18466,785,223708.8,1992-05-22,yes
618,30343,319,197431.29,1992-05-22,no
619,36551,349,18359.89,1992-05-22,no
620,37634,5,113630.89,1992-05-22,no
621,39431,292,42687.58,1992-05-22,yes
622,10880,196,34250.02,1992-05-23,no
623,18757,113,118999.68,1992-05-23,no
624,28294,491,123153.48,1992-05-23,no
625,29575,592,25687.12,1992-05-23,no
626,32608,1010,249695.99,1992-05-23,yes
627,38182,457,90923.34,1992-05-23,yes
628,13670,158,158875.61,1992-05-24,no
629,16960,1022,111775.02,1992-05-24,yes
630,25447,127,137624.96,1992-05-24,no
631,32100,751,54545.25,1992-05-24,no
632,6693,52,199193.74,1992-05-25,no
633,35842,742,98946.82,1992-05-25,yes
634,37733,958,105267.86,1992-05-25,no
635,12804,514,288857.31,1992-05-26,yes
636,17543,40,111145.05,1992-05-26,no
637,20451,587,193528.74,1992-05-26,yes
638,30850,136,53154.53,1992-05-26,no
639,31521,1036,224435.23,1992-05-26,yes
640,36929,352,37108.16,1992-05-26,no
641,11269,139,285706.48,1992-05-27,yes
642,24868,169,262259.74,1992-05-27,yes
643,26336,367,103258.58,1992-05-27,no
644,3650,311,290350.6,1992-05-28,yes
645,3906,310,168234.39,1992-05-28,no
646,11078,911,78945.27,1992-05-28,no
647,17216,359,111403.65,1992-05-28,yes
648,8291,241,38930.21,1992-05-29,yes
649,21763,274,85590.95,1992-05-29,no
650,34757,281,24964.52,1992-05-29,no
651,16486,373,44706.65,1992-05-30,no
