o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
6950,884,21451.76,1992-03-27,False
10343,64,37963.65,1992-03-27,False
24546,232,289855.29,1992-03-27,False
5953,40,124702.37,1992-03-28,False
9990,274,69423.56,1992-03-28,False
11330,197,3440.8,1992-03-28,False
19009,694,3550.11,1992-03-28,False
20995,97,120227.05,1992-03-28,False
35814,155,230623.92,1992-03-28,False
10439,658,240008.24,1992-03-29,False
18464,919,154018.82,1992-03-29,False
22373,367,263354.8,1992-03-29,False
22466,2,133850.18,1992-03-29,False
26979,37,229692.06,1992-03-29,False
29280,979,194845.49,1992-03-29,False
34279,485,266459.41,1992-03-29,False
36512,700,326390.58,1992-03-29,False
1894,526,44844.33,1992-03-30,False
9186,320,149797.73,1992-03-30,False
10567,229,77981.37,1992-03-30,False
11303,271,92515.38,1992-03-30,False
15104,772,38189.28,1992-03-30,False
26338,305,154544.02,1992-03-30,False
29831,832,175574.04,1992-03-30,False
32642,866,22954.95,1992-03-30,False
9575,640,20517.71,1992-03-31,False
11173,223,157804.74,1992-03-31,False
15782,388,196345.83,1992-03-31,False
20964,7,259763.65,1992-03-31,False
37124,872,133608.89,1992-03-31,False
37895,119,72546.06,1992-03-31,False
17281,727,127891.3,1992-04-01,False
28835,107,104591.97,1992-04-01,False
33284,1009,95040.64,1992-04-01,False
8546,77,133839.57,1992-04-02,False
18208,619,304854.5,1992-04-02,False
21604,823,202651.94,1992-04-02,False
24071,179,57285.22,1992-04-02,False
14177,395,100205.05,1992-04-03,False
19301,65,116773.08,1992-04-03,False
35045,488,145439.1,1992-04-03,False
3681,362,60049,1992-04-04,False
9793,838,97991.61,1992-04-04,False
13633,961,176764.75,1992-04-04,False
18756,1039,10231.34,1992-04-04,False
32993,800,92669.41,1992-04-04,False
33605,286,130636.29,1992-04-04,False
194,433,115876.48,1992-04-05,False
4256,826,20936.62,1992-04-05,False
7458,922,94611.07,1992-04-05,False
15142,103,74239.79,1992-04-05,False
22883,223,21748.89,1992-04-05,False
8005,166,287541.99,1992-04-06,False
17986,472,183899,1992-04-06,False
21856,359,119536.89,1992-04-06,False
21888,202,99358.7,1992-04-06,False
28868,121,160024.15,1992-04-06,False
29024,838,128817.73,1992-04-06,False
29411,437,329268.42,1992-04-07,False
39143,628,104636.48,1992-04-07,False
4738,29,199513.13,1992-04-08,False
25793,755,114144.69,1992-04-08,False
39203,514,48382.89,1992-04-08,False
2689,710,43159.85,1992-04-09,False
3140,1015,81099.09,1992-04-09,False
3842,188,177734.27,1992-04-09,False
21605,499,172824.98,1992-04-09,False
15236,553,161732.39,1992-04-10,False
15687,37,210882.7,1992-04-10,False
16193,373,223660.83,1992-04-10,False
36132,274,139891.83,1992-04-10,False
3205,1024,212861.03,1992-04-11,False
13894,872,123804.15,1992-04-11,False
27939,742,162663.45,1992-04-11,False
33409,73,20360.18,1992-04-11,False
19044,22,179061.42,1992-04-12,False
2052,626,218470.85,1992-04-13,False
18373,145,11875.85,1992-04-13,False
8450,725,48317.99,1992-04-14,False
13216,754,66384.82,1992-04-14,False
17702,481,242017.6,1992-04-14,False
24066,277,245561.04,1992-04-14,False
24101,901,135511.64,1992-04-14,False
28710,281,54296.52,1992-04-14,False
39876,166,91155.49,1992-04-14,False
8609,881,127927.64,1992-04-15,False
10756,760,65854.2,1992-04-15,False
12133,253,35547.67,1992-04-15,False
38310,548,79316.37,1992-04-15,False
1344,119,59679.99,1992-04-16,False
1826,571,195546.15,1992-04-16,False
15013,952,56085.52,1992-04-16,False
20615,217,165770.14,1992-04-16,False
28871,904,137028.86,1992-04-16,False
5028,82,35018.54,1992-04-17,False
21638,871,57474.97,1992-04-17,False
30305,988,133580.41,1992-04-17,False
21253,1027,175151.05,1992-04-18,False
22688,962,119105.55,1992-04-18,False
24098,469,190767.98,1992-04-18,False
25895,550,138020.14,1992-04-18,False
832,203,103475.51,1992-04-19,False
1221,94,178742.38,1992-04-19,False
32386,289,49937.92,1992-04-19,False
35040,341,140013.78,1992-04-19,False
38242,140,258664.37,1992-04-19,False
1955,85,127620.76,1992-04-20,False
15683,196,73078.7,1992-04-20,False
26980,986,105006.91,1992-04-21,False
5095,667,236335.29,1992-04-22,False
5986,802,131008.87,1992-04-22,False
8390,470,79511.84,1992-04-22,False
11810,454,67119.49,1992-04-23,False
13281,1036,127786.1,1992-04-23,False
21030,214,156876.75,1992-04-23,False
25606,455,34341.65,1992-04-23,False
35104,346,281732.44,1992-04-23,False
39300,133,186431.16,1992-04-23,False
22183,160,311461.57,1992-04-24,False
24706,41,30900.35,1992-04-24,False
3043,304,101671.98,1992-04-25,False
4805,106,195696.09,1992-04-25,False
7747,254,40718.92,1992-04-25,False
8033,98,72772.99,1992-04-25,False
9828,914,257335.36,1992-04-25,False
12931,542,72494.13,1992-04-25,False
23172,457,76447.63,1992-04-25,False
24291,812,220619.31,1992-04-25,False
25478,325,108987.21,1992-04-25,False
32032,346,32427.18,1992-04-25,False
737,838,14089.82,1992-04-26,False
1217,46,56150.89,1992-04-26,False
3845,622,175098.09,1992-04-26,False
5190,406,131716.78,1992-04-26,False
16711,1042,218579,1992-04-26,False
21573,223,208563.04,1992-04-26,False
22754,659,51470.55,1992-04-26,False
29188,50,50602.65,1992-04-26,False
29861,145,75740.75,1992-04-26,False
21415,553,78733.45,1992-04-27,False
23009,889,108760.11,1992-04-27,False
23111,67,200661.19,1992-04-27,False
30310,940,120492.5,1992-04-27,False
13892,709,187709.61,1992-04-28,False
15329,418,91404.17,1992-04-28,False
26912,622,18775.62,1992-04-28,False
33159,574,72917.07,1992-04-28,False
33378,620,343454.77,1992-04-28,False
33670,850,217777.99,1992-04-28,False
38498,829,135087.09,1992-04-28,False
5767,823,154206.72,1992-04-29,False
6949,518,147958.81,1992-04-29,False
16448,143,100777.97,1992-04-29,False
21860,424,210402.41,1992-04-29,False
22497,530,209760.45,1992-04-29,False
26982,43,265689.32,1992-04-29,False
30405,445,8671.48,1992-04-29,False
2691,43,36409.35,1992-04-30,False
10150,928,276987.93,1992-04-30,False
22726,587,35413.86,1992-04-30,False
24643,161,37639.43,1992-04-30,False
28742,992,115516.63,1992-04-30,False
34086,157,30696.61,1992-04-30,False
36103,632,150936.93,1992-04-30,False
38279,472,182408.6,1992-04-30,False
134,44,163230.94,1992-05-01,False
644,52,311860.02,1992-05-01,False
16482,427,42809.67,1992-05-01,False
9952,365,76386.81,1992-05-02,False
19366,809,134421.58,1992-05-02,False
19520,172,49250.22,1992-05-02,False
21410,1049,46733.83,1992-05-02,False
30307,718,102932.21,1992-05-02,False
3524,655,24614.38,1992-05-03,False
7488,715,137303.11,1992-05-04,False
18917,625,25754.5,1992-05-04,False
22951,850,25985.01,1992-05-04,False
30375,55,150423.17,1992-05-04,False
32805,631,104732.42,1992-05-04,False
33443,5,42080.68,1992-05-04,False
39302,575,59681.97,1992-05-04,False
5795,259,40685.08,1992-05-05,False
8833,277,125487.8,1992-05-05,False
10470,128,261098.83,1992-05-05,False
39652,403,251818.6,1992-05-05,False
2023,826,206676.64,1992-05-06,False
9409,679,194782.93,1992-05-06,False
16257,10,89995.96,1992-05-06,False
6785,665,109545.81,1992-05-07,False
8679,398,92050.51,1992-05-07,False
21796,970,193906.56,1992-05-07,False
22272,686,230440.67,1992-05-07,False
27265,793,85440.09,1992-05-07,False
28771,1027,4229.82,1992-05-07,False
30819,641,10421.77,1992-05-07,False
33024,769,161730.59,1992-05-07,False
130,259,149112.2,1992-05-08,False
6598,77,45161.15,1992-05-08,False
17862,7,180120.81,1992-05-08,False
30784,343,129256.31,1992-05-08,False
35008,1043,268046.68,1992-05-08,False
615,458,53429.45,1992-05-09,False
14599,569,21536.01,1992-05-09,False
21510,269,110974.71,1992-05-09,False
30627,547,127578.53,1992-05-09,False
38437,305,100901.77,1992-05-09,False
2881,691,63724.79,1992-05-10,False
4992,430,230234.74,1992-05-10,False
9543,595,99846.06,1992-05-10,False
13282,572,128759.96,1992-05-10,False
25348,533,237403.72,1992-05-10,False
5121,931,224812.32,1992-05-11,False
7106,803,256232.35,1992-05-11,False
21186,673,100875.28,1992-05-11,False
23587,883,81980.38,1992-05-11,False
26756,517,163977.12,1992-05-11,False
14851,122,195809.4,1992-05-12,False
15524,479,23617.35,1992-05-12,False
16454,349,251628.66,1992-05-12,False
31393,340,160724.66,1992-05-12,False
4069,508,249336.63,1992-05-13,False
10688,2,52526.84,1992-05-13,False
21540,289,116835.92,1992-05-13,False
25733,91,235545,1992-05-13,False
30886,860,190827.52,1992-05-13,False
8130,623,49591.97,1992-05-14,False
11011,10,282893.08,1992-05-14,False
15399,979,182538.88,1992-05-14,False
17698,209,206847.73,1992-05-14,False
22081,65,142249.12,1992-05-14,False
28418,616,42356.17,1992-05-14,False
34339,142,272567.28,1992-05-14,False
36324,685,130582.15,1992-05-14,False
36644,16,237273.03,1992-05-14,False
5959,161,278130.63,1992-05-15,False
16359,530,161126.27,1992-05-15,False
31430,700,14912,1992-05-15,False
39365,583,128598.43,1992-05-15,False
4260,994,21381.95,1992-05-16,False
21090,64,178807.48,1992-05-16,False
8359,262,156631.68,1992-05-17,False
16039,350,221829.94,1992-05-17,False
24420,670,191185.7,1992-05-17,False
13572,1049,100367.4,1992-05-18,False
29250,386,245908.11,1992-05-18,False
39168,416,244652.54,1992-05-18,False
1701,899,73974.47,1992-05-19,False
1729,919,11482.62,1992-05-19,False
9312,644,196421.46,1992-05-19,False
11589,920,92494.27,1992-05-19,False
17447,131,54987.37,1992-05-19,False
27142,196,157034.06,1992-05-19,False
36614,97,23944.56,1992-05-19,False
20642,782,265245.31,1992-05-20,False
23681,1010,29859.75,1992-05-20,False
1088,1030,70400.63,1992-05-21,False
4867,58,12831.5,1992-05-21,False
7841,1042,219377.31,1992-05-21,False
14497,1045,112458.98,1992-05-21,False
22563,598,118675.39,1992-05-21,False
24453,356,32446.29,1992-05-21,False
37350,229,25874.89,1992-05-21,False
38817,793,174885.54,1992-05-21,False
17701,326,218008.38,1992-05-22,False
18466,785,223708.8,1992-05-22,False
30343,319,197431.29,1992-05-22,False
36551,349,18359.89,1992-05-22,False
37634,5,113630.89,1992-05-22,False
39431,292,42687.58,1992-05-22,False
10880,196,34250.02,1992-05-23,False
18757,113,118999.68,1992-05-23,False
28294,491,123153.48,1992-05-23,False
29575,592,25687.12,1992-05-23,False
32608,1010,249695.99,1992-05-23,False
38182,457,90923.34,1992-05-23,False
13670,158,158875.61,1992-05-24,False
16960,1022,111775.02,1992-05-24,False
25447,127,137624.96,1992-05-24,False
32100,751,54545.25,1992-05-24,False
6693,52,199193.74,1992-05-25,False
35842,742,98946.82,1992-05-25,False
37733,958,105267.86,1992-05-25,False
12804,514,288857.31,1992-05-26,False
17543,40,111145.05,1992-05-26,False
20451,587,193528.74,1992-05-26,False
30850,136,53154.53,1992-05-26,False
31521,1036,224435.23,1992-05-26,False
36929,352,37108.16,1992-05-26,False
11269,139,285706.48,1992-05-27,False
24868,169,262259.74,1992-05-27,False
26336,367,103258.58,1992-05-27,False
3650,311,290350.6,1992-05-28,False
3906,310,168234.39,1992-05-28,False
11078,911,78945.27,1992-05-28,False
17216,359,111403.65,1992-05-28,False
8291,241,38930.21,1992-05-29,False
21763,274,85590.95,1992-05-29,False
34757,281,24964.52,1992-05-29,False
16486,373,44706.65,1992-05-30,False
23363,634,226628.62,1992-05-30,False
25575,835,163746.58,1992-05-30,False
25635,734,169512.31,1992-05-30,False
29218,539,297012.35,1992-05-30,False
29221,145,53225.78,1992-05-30,False
32517,905,63527.6,1992-05-30,False
13863,980,94738.27,1992-05-31,False
27138,734,164151.55,1992-05-31,False
38914,998,84792.45,1992-05-31,False
1285,73,202662.45,1992-06-01,False
5474,376,175159.57,1992-06-01,False
33029,934,137235.86,1992-06-01,False
23911,223,166648.42,1992-06-02,False
27556,869,85986.31,1992-06-02,False
36832,649,204078.89,1992-06-02,False
37,604,151038.11,1992-06-03,False
1027,896,156318.16,1992-06-03,False
3172,619,162708.63,1992-06-03,False
3237,128,11247.03,1992-06-03,False
3654,40,271105.78,1992-06-03,False
7974,937,38711.51,1992-06-03,False
9024,1028,269326.23,1992-06-03,False
12292,517,160605.88,1992-06-03,False
19652,286,234235.25,1992-06-03,False
16070,820,74175.26,1992-06-04,False
16195,247,51035.58,1992-06-05,False
17760,662,138211.94,1992-06-05,False
23809,856,272871.75,1992-06-05,False
34754,586,7334.05,1992-06-05,False
36354,1031,165877.75,1992-06-06,False
36485,841,330572.79,1992-06-06,False
37315,176,55547.26,1992-06-06,False
15591,809,167231.73,1992-06-07,False
24390,496,152390.7,1992-06-07,False
37762,518,73119.8,1992-06-07,False
2054,281,211484.63,1992-06-08,False
9505,220,241735.43,1992-06-08,False
11366,604,8630.58,1992-06-08,False
21028,73,73207.99,1992-06-08,False
35428,940,106114.65,1992-06-08,False
39943,664,213625.46,1992-06-08,False
868,725,187401.98,1992-06-09,False
19874,607,110478.65,1992-06-09,False
26656,992,80049.26,1992-06-09,False
29856,539,135080.27,1992-06-09,False
35012,481,172445.58,1992-06-09,False
39686,271,270902.18,1992-06-09,False
38851,433,63903.46,1992-06-11,False
39938,607,138195,1992-06-11,False
12551,553,164405,1992-06-12,False
20130,265,39607.93,1992-06-12,False
28901,274,128923.14,1992-06-12,False
6535,170,233564.08,1992-06-13,False
10823,274,96079.23,1992-06-13,False
17507,820,222372.9,1992-06-13,False
26274,173,246412.28,1992-06-13,False
26853,184,151368.94,1992-06-13,False
28131,457,135764.6,1992-06-13,False
32068,80,23512.81,1992-06-13,False
37189,571,69793.58,1992-06-13,False
9573,953,158162.78,1992-06-14,False
15556,688,233147.22,1992-06-14,False
38049,988,3807.64,1992-06-14,False
128,518,59481.91,1992-06-15,False
14241,649,119050.49,1992-06-15,False
24004,599,321795.61,1992-06-15,False
28899,731,209303.33,1992-06-15,False
6183,238,203156.56,1992-06-16,False
13383,943,151080.62,1992-06-16,False
16897,527,231457.58,1992-06-16,False
19972,46,88159.84,1992-06-17,False
27525,232,120084.15,1992-06-17,False
29893,736,258336.9,1992-06-17,False
1346,524,221687.16,1992-06-18,False
30147,631,95443.88,1992-06-18,False
5603,493,217322,1992-06-20,False
6885,646,145410.82,1992-06-20,False
9157,418,36757.7,1992-06-20,False
26407,4,251557.02,1992-06-20,False
33222,541,206535.55,1992-06-20,False
33541,841,251338.21,1992-06-20,False
