,o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
202,290240,1045,194395.31,1992-01-05,no
203,292964,2240,143088.54,1992-01-05,no
204,312038,7756,149585.83,1992-01-05,no
205,329699,5950,80073.94,1992-01-05,no
206,335303,4823,124373.87,1992-01-05,no
207,341063,2762,28711.88,1992-01-05,no
208,350528,8323,204898.71,1992-01-05,yes
209,377124,9113,275834.81,1992-01-05,yes
210,4800,2357,142203.91,1992-01-06,no
211,5601,733,202575.35,1992-01-06,yes
212,10432,8239,175440.4,1992-01-06,no
213,13444,1175,294987.56,1992-01-06,yes
214,16036,5407,208082.22,1992-01-06,yes
215,18625,9970,225827.17,1992-01-06,yes
216,25442,3343,144907.02,1992-01-06,no
217,52516,7699,166058.27,1992-01-06,no
218,52517,2402,95582.9,1992-01-06,yes
219,72901,4417,66885.76,1992-01-06,no
220,84930,1090,28654.0,1992-01-06,no
221,87619,7987,43721.9,1992-01-06,no
222,103299,8782,21946.18,1992-01-06,no
223,104292,7723,152387.1,1992-01-06,yes
224,130848,7948,252665.15,1992-01-06,yes
225,152450,3055,26527.02,1992-01-06,no
226,164129,5899,106867.25,1992-01-06,no
227,180544,6359,88432.91,1992-01-06,no
228,180995,1582,50864.64,1992-01-06,no
229,189415,7507,216774.15,1992-01-06,yes
230,196834,3314,64104.98,1992-01-06,no
231,234368,4147,109823.58,1992-01-06,no
232,234727,8171,235660.9,1992-01-06,yes
233,242048,4283,276137.81,1992-01-06,yes
234,246115,2314,98365.07,1992-01-06,no
235,260644,6941,102738.1,1992-01-06,no
236,261825,9566,107928.71,1992-01-06,no
237,272675,1709,205277.26,1992-01-06,yes
238,280642,3239,199437.14,1992-01-06,no
239,289824,2272,83506.39,1992-01-06,no
240,289958,9808,190136.35,1992-01-06,no
241,292416,7367,157842.63,1992-01-06,no
242,308675,6292,331587.98,1992-01-06,yes
243,334308,7451,23449.07,1992-01-06,no
244,341510,1505,286914.97,1992-01-06,yes
245,342725,7655,190042.48,1992-01-06,no
246,352743,6212,205393.57,1992-01-06,yes
247,395748,8465,1429.54,1992-01-06,no
248,2983,4099,92293.87,1992-01-07,no
249,56645,8635,231450.68,1992-01-07,yes
250,57698,6380,164397.99,1992-01-07,no
251,72807,9727,62356.99,1992-01-07,no
252,75840,5567,273471.95,1992-01-07,yes
253,76803,7960,104693.38,1992-01-07,no
254,78276,2452,240057.26,1992-01-07,yes
255,81154,9368,67320.34,1992-01-07,no
256,82277,7754,19672.55,1992-01-07,no
257,91941,5918,220965.18,1992-01-07,yes
258,96870,4666,139868.93,1992-01-07,no
259,99008,1444,202695.39,1992-01-07,yes
260,102085,2503,150474.17,1992-01-07,no
261,127140,4849,64005.35,1992-01-07,no
262,135845,8254,106565.54,1992-01-07,no
263,140641,8287,178440.77,1992-01-07,no
264,150183,6023,125339.72,1992-01-07,no
265,180964,3457,80620.59,1992-01-07,no
266,206183,145,104672.36,1992-01-07,no
267,212516,3010,49561.96,1992-01-07,no
268,228805,8617,985.8,1992-01-07,no
269,230279,8164,142380.27,1992-01-07,no
270,232037,6760,119781.45,1992-01-07,no
271,235168,4505,167798.79,1992-01-07,no
272,252672,4258,41213.24,1992-01-07,no
273,254468,8161,32398.17,1992-01-07,no
274,259489,1813,161217.8,1992-01-07,no
275,277536,568,64044.12,1992-01-07,no
276,278566,2872,44995.22,1992-01-07,no
277,279687,5573,189363.72,1992-01-07,no
278,281826,4040,25025.55,1992-01-07,no
279,290183,1957,236979.23,1992-01-07,yes
280,290432,8701,151340.17,1992-01-07,no
281,314946,5810,126289.1,1992-01-07,no
282,352931,7973,18465.42,1992-01-07,no
283,358501,1207,73569.29,1992-01-07,no
284,379078,7921,77942.11,1992-01-07,no
285,379845,9115,85109.13,1992-01-07,no
286,394945,2653,91734.22,1992-01-07,no
287,396162,8365,47713.04,1992-01-07,no
288,12769,7082,27702.31,1992-01-08,no
289,15141,2533,147030.14,1992-01-08,no
290,45284,5275,36569.0,1992-01-08,no
291,54115,5296,189694.9,1992-01-08,no
292,58081,1075,147207.7,1992-01-08,no
293,77825,1538,56107.78,1992-01-08,no
294,82561,2401,167992.87,1992-01-08,no
295,86595,6970,131500.15,1992-01-08,no
296,88294,8872,10137.12,1992-01-08,no
297,95108,4160,145550.26,1992-01-08,no
298,99168,211,43115.65,1992-01-08,no
299,104388,6926,220776.85,1992-01-08,yes
300,105280,6929,46285.34,1992-01-08,no
301,106594,221,69354.09,1992-01-08,no
302,126083,6532,46015.7,1992-01-08,no
303,170599,5335,217208.81,1992-01-08,yes
304,173445,9925,222116.05,1992-01-08,yes
305,194437,5555,222574.87,1992-01-08,yes
306,196455,5035,44590.68,1992-01-08,no
307,200390,1229,58244.44,1992-01-08,no
308,217413,6130,147851.0,1992-01-08,no
309,222757,3673,125253.92,1992-01-08,no
310,231712,6412,224354.01,1992-01-08,yes
311,240582,6778,7170.7,1992-01-08,no
312,246753,8585,173484.22,1992-01-08,no
313,257476,8414,27554.95,1992-01-08,no
314,263393,1489,99681.73,1992-01-08,no
315,272896,10018,54311.51,1992-01-08,no
316,289377,1561,18058.71,1992-01-08,no
317,293191,4502,8145.72,1992-01-08,no
318,302087,3697,163316.36,1992-01-08,no
319,302627,8674,6172.38,1992-01-08,no
320,306085,7025,293729.34,1992-01-08,yes
321,313762,7906,294429.66,1992-01-08,yes
322,314467,2170,153237.78,1992-01-08,no
323,325764,3025,179507.55,1992-01-08,no
324,369632,5143,102667.59,1992-01-08,no
325,396066,7222,21987.01,1992-01-08,no
326,397350,7834,331191.97,1992-01-08,yes
327,4292,1633,237679.26,1992-01-09,yes
328,5409,847,222396.26,1992-01-09,yes
329,7042,2402,183004.53,1992-01-09,no
330,14726,8569,83564.42,1992-01-09,no
331,23334,9670,54630.04,1992-01-09,no
332,26818,7942,243466.07,1992-01-09,yes
333,42886,8474,90459.63,1992-01-09,no
334,54307,6607,196188.18,1992-01-09,no
335,59456,6769,129212.5,1992-01-09,no
336,67462,3943,133837.05,1992-01-09,no
337,75045,4145,135044.13,1992-01-09,no
338,75488,7516,260176.65,1992-01-09,yes
339,77318,1732,175004.84,1992-01-09,no
340,79815,8113,38528.05,1992-01-09,no
341,87815,4498,114777.07,1992-01-09,no
342,95111,2104,39408.77,1992-01-09,no
343,109444,9328,74178.82,1992-01-09,no
344,124517,5740,157072.17,1992-01-09,no
345,129697,6326,27132.11,1992-01-09,no
346,135429,9034,129416.96,1992-01-09,no
347,135651,9247,123050.37,1992-01-09,no
348,142817,6143,148875.67,1992-01-09,no
349,184929,1043,229377.74,1992-01-09,yes
350,186116,4717,65528.68,1992-01-09,no
351,188356,2558,72554.36,1992-01-09,no
352,202242,9025,142993.85,1992-01-09,no
353,208583,4478,138945.83,1992-01-09,no
354,210983,49,217041.64,1992-01-09,yes
355,231623,8092,98953.9,1992-01-09,no
356,234788,7049,126240.14,1992-01-09,no
357,240610,9571,70585.84,1992-01-09,no
358,250246,8354,151924.06,1992-01-09,no
359,261510,6211,79878.45,1992-01-09,no
360,265030,4666,39309.54,1992-01-09,no
361,272423,3433,287540.64,1992-01-09,yes
362,272646,6985,324235.97,1992-01-09,yes
363,280230,3136,239151.29,1992-01-09,yes
364,284551,2374,216637.4,1992-01-09,yes
365,294087,7571,9502.49,1992-01-09,no
366,302880,6283,34303.14,1992-01-09,no
367,303778,4663,273413.18,1992-01-09,yes
368,325478,9709,386765.41,1992-01-09,yes
369,342726,8999,88156.5,1992-01-09,no
370,346497,8029,73637.74,1992-01-09,no
371,348807,4624,109632.88,1992-01-09,no
372,355588,958,225496.31,1992-01-09,yes
373,362849,4196,123163.67,1992-01-09,no
374,371041,3644,137226.05,1992-01-09,no
375,383813,3694,33524.71,1992-01-09,no
376,385824,5053,125373.48,1992-01-09,no
377,387361,6838,188413.35,1992-01-09,no
378,388710,3124,297973.62,1992-01-09,yes
379,392101,9136,46185.33,1992-01-09,no
380,3744,4306,29063.22,1992-01-10,no
381,11296,5563,360779.38,1992-01-10,yes
382,14820,7603,138560.14,1992-01-10,no
383,18180,6730,51304.04,1992-01-10,no
384,48704,1312,238723.86,1992-01-10,yes
385,51424,6350,148902.42,1992-01-10,no
386,53474,782,109703.16,1992-01-10,no
387,58915,6943,150086.49,1992-01-10,no
388,62051,2426,125272.76,1992-01-10,no
389,62883,5905,134109.25,1992-01-10,no
390,84455,6829,149428.97,1992-01-10,no
391,85383,7024,100377.11,1992-01-10,no
392,90439,7717,76999.86,1992-01-10,no
393,95558,7183,81532.76,1992-01-10,no
394,99713,5695,153673.1,1992-01-10,no
395,113348,3440,241377.38,1992-01-10,yes
396,114083,493,98533.14,1992-01-10,no
397,114275,1873,115460.69,1992-01-10,no
398,114883,5806,275424.09,1992-01-10,yes
399,118628,5242,75031.07,1992-01-10,no
400,119456,5983,237008.28,1992-01-10,yes
401,128422,5602,174916.23,1992-01-10,no
402,138979,3718,21605.59,1992-01-10,no
403,144741,3595,82568.96,1992-01-10,no
404,155782,2762,298790.26,1992-01-10,yes
405,191939,1048,37813.24,1992-01-10,no
406,206437,1828,97672.65,1992-01-10,no
407,209957,598,192661.84,1992-01-10,no
408,227047,4666,211860.87,1992-01-10,yes
409,229025,6586,160310.29,1992-01-10,no
410,230144,9748,89952.16,1992-01-10,no
411,241221,9550,36395.22,1992-01-10,no
412,251076,6625,164175.17,1992-01-10,no
413,254853,5525,112471.16,1992-01-10,no
414,262433,553,6197.56,1992-01-10,no
415,276961,9253,174353.41,1992-01-10,no
416,285702,5980,158863.9,1992-01-10,no
417,285767,4888,238384.94,1992-01-10,yes
418,303873,8146,115962.17,1992-01-10,no
419,306950,8674,165368.48,1992-01-10,no
420,318562,3185,180159.84,1992-01-10,no
421,324230,922,159778.79,1992-01-10,no
422,334790,4336,55395.79,1992-01-10,no
423,357382,8053,82027.58,1992-01-10,no
424,357764,994,82001.34,1992-01-10,no
425,361314,6190,171631.71,1992-01-10,no
426,365281,8806,36126.08,1992-01-10,no
427,376068,7180,42960.5,1992-01-10,no
428,378400,466,75213.3,1992-01-10,no
429,383650,7912,111936.55,1992-01-10,no
430,383968,3083,112830.61,1992-01-10,no
431,390113,3701,222317.45,1992-01-10,yes
432,395269,632,52834.14,1992-01-10,no
433,4998,2134,178110.82,1992-01-11,no
434,10053,9649,169426.28,1992-01-11,no
435,17540,5797,85255.6,1992-01-11,no
436,18275,1376,204755.58,1992-01-11,yes
437,20708,6751,200381.66,1992-01-11,yes
438,34662,5086,237079.62,1992-01-11,yes
439,39648,4375,132414.48,1992-01-11,no
440,44033,9176,73492.67,1992-01-11,no
441,89954,2606,163443.11,1992-01-11,no
442,95527,3760,296344.0,1992-01-11,yes
443,98310,7145,332976.97,1992-01-11,yes
444,101286,7429,67747.82,1992-01-11,no
445,108961,3004,301188.14,1992-01-11,yes
446,154821,7508,35012.83,1992-01-11,no
447,168256,616,137512.27,1992-01-11,no
448,183616,3515,228889.58,1992-01-11,yes
449,184899,6193,162027.58,1992-01-11,no
450,205318,5840,361838.95,1992-01-11,yes
451,212896,7198,151017.29,1992-01-11,no
452,218850,3202,101200.38,1992-01-11,no
453,219170,3526,158147.27,1992-01-11,no
454,233536,6190,84901.76,1992-01-11,yes
455,234020,5482,179206.89,1992-01-11,no
456,235872,5578,193644.9,1992-01-11,no
457,245351,4955,34167.51,1992-01-11,no
458,269606,9547,225608.33,1992-01-11,yes
459,271652,2503,191390.34,1992-01-11,yes
460,295943,9031,53699.63,1992-01-11,no
461,316935,9502,157020.89,1992-01-11,no
462,322947,5746,183347.78,1992-01-11,no
463,327073,2452,219471.83,1992-01-11,yes
464,372199,9571,25754.55,1992-01-11,no
465,389639,3310,17867.93,1992-01-11,no
466,394784,4669,251147.06,1992-01-11,yes
467,397250,6229,185351.06,1992-01-11,no
468,22663,8990,126578.64,1992-01-12,no
469,23015,5239,92227.48,1992-01-12,no
470,39942,4768,29889.83,1992-01-12,no
471,41281,3361,53050.16,1992-01-12,no
472,44036,2752,29684.4,1992-01-12,no
473,47879,7795,33977.25,1992-01-12,no
474,51970,4813,110816.95,1992-01-12,no
475,54786,1508,106992.49,1992-01-12,no
476,59969,8107,241851.03,1992-01-12,yes
477,63303,1789,186643.61,1992-01-12,no
478,75362,8045,138926.84,1992-01-12,no
479,80034,9373,110892.13,1992-01-12,no
480,103298,97,41860.72,1992-01-12,no
481,111525,154,196993.63,1992-01-12,no
482,120289,5444,141266.52,1992-01-12,no
483,120710,1595,111399.82,1992-01-12,no
484,129988,8923,291044.6,1992-01-12,yes
485,131905,6788,229898.27,1992-01-12,yes
486,134725,1495,232708.53,1992-01-12,yes
487,136833,4985,60416.45,1992-01-12,no
488,151617,877,172465.9,1992-01-12,no
489,152036,3964,227265.01,1992-01-12,yes
490,158209,1882,42118.71,1992-01-12,no
491,159814,8413,291282.5,1992-01-12,yes
492,162179,2195,32878.54,1992-01-12,no
493,175398,8891,130023.28,1992-01-12,no
494,232325,5794,111625.6,1992-01-12,no
495,235842,2771,146752.31,1992-01-12,no
496,238659,2713,301753.07,1992-01-12,yes
497,293831,1474,57376.88,1992-01-12,no
498,303046,9919,107353.86,1992-01-12,no
499,309860,917,174951.44,1992-01-12,no
500,310017,5434,252678.25,1992-01-12,yes
501,313408,9295,127283.63,1992-01-12,no
502,330469,5744,172117.29,1992-01-12,no
503,344423,9511,24689.24,1992-01-12,no
504,369220,9319,130515.44,1992-01-12,no
505,379265,4369,221518.37,1992-01-12,yes
506,380967,379,73623.83,1992-01-12,no
507,388481,9757,123932.13,1992-01-12,no
508,292,1492,44639.51,1992-01-13,no
509,5382,2302,204626.34,1992-01-13,yes
510,7783,8753,152659.07,1992-01-13,no
511,21382,3046,361289.06,1992-01-13,yes
512,24005,4028,111240.01,1992-01-13,no
513,28485,518,208354.63,1992-01-13,yes
514,38147,9265,199877.73,1992-01-13,no
515,51269,4054,180350.79,1992-01-13,no
516,67235,4813,106453.44,1992-01-13,yes
517,76551,2065,135643.98,1992-01-13,no
518,85030,3703,142618.27,1992-01-13,no
519,92130,2179,240155.02,1992-01-13,yes
520,100359,6100,183451.17,1992-01-13,yes
521,100448,1328,267354.58,1992-01-13,yes
522,101764,5971,287739.78,1992-01-13,yes
523,127232,8062,94073.01,1992-01-13,no
524,129639,2938,104957.99,1992-01-13,no
525,152899,3409,101921.81,1992-01-13,no
526,153668,5845,105453.79,1992-01-13,no
527,197952,697,65475.78,1992-01-13,no
528,201029,1475,219797.71,1992-01-13,yes
529,218752,1573,77599.58,1992-01-13,no
530,228067,4942,195765.76,1992-01-13,no
531,231938,5696,248402.75,1992-01-13,yes
532,267747,5575,191343.31,1992-01-13,no
533,271462,6415,203079.13,1992-01-13,yes
534,302020,7531,196355.8,1992-01-13,yes
535,307077,9199,231325.13,1992-01-13,yes
536,307522,6124,48908.27,1992-01-13,no
537,324067,9226,19822.04,1992-01-13,no
538,328930,9361,218489.83,1992-01-13,yes
539,369348,9176,193983.9,1992-01-13,yes
540,392324,1151,100232.14,1992-01-13,no
541,395813,4999,187632.11,1992-01-13,no
542,398432,829,166885.11,1992-01-13,no
543,399424,6335,116124.24,1992-01-13,no
544,3011,6014,50967.52,1992-01-14,no
545,6501,218,141694.26,1992-01-14,no
546,22914,2737,355242.48,1992-01-14,yes
547,48326,10043,70182.27,1992-01-14,no
548,52068,2014,158447.66,1992-01-14,no
549,56070,3964,81361.85,1992-01-14,no
550,69280,9374,133439.29,1992-01-14,no
551,73090,2995,1115.56,1992-01-14,no
552,92228,7294,264006.0,1992-01-14,yes
553,98535,799,65376.99,1992-01-14,no
554,99776,4438,292334.91,1992-01-14,yes
555,113217,9859,89376.27,1992-01-14,no
556,121344,3016,258612.33,1992-01-14,yes
557,123776,9973,105724.94,1992-01-14,no
558,131845,8084,75072.61,1992-01-14,no
559,142145,1006,166752.91,1992-01-14,no
560,156160,2416,311025.25,1992-01-14,yes
561,157859,9007,156672.79,1992-01-14,no
562,172928,7025,44540.15,1992-01-14,no
563,173476,4153,178320.64,1992-01-14,no
564,179203,1492,23165.01,1992-01-14,no
565,183328,6754,259140.34,1992-01-14,yes
566,186181,2798,87878.02,1992-01-14,no
567,209536,8710,182513.88,1992-01-14,no
568,227394,7633,48302.45,1992-01-14,no
569,231552,3472,28297.44,1992-01-14,no
570,232580,1661,8159.66,1992-01-14,no
571,262563,3493,32653.89,1992-01-14,no
572,274662,8996,32794.97,1992-01-14,no
573,279974,866,76136.15,1992-01-14,no
574,280129,2668,317403.55,1992-01-14,yes
575,299456,6688,27015.26,1992-01-14,no
576,299715,9616,194728.55,1992-01-14,no
577,299808,2986,303608.39,1992-01-14,yes
578,313124,4579,51820.3,1992-01-14,no
579,316963,463,127427.42,1992-01-14,no
580,317282,143,230825.57,1992-01-14,yes
581,319492,6662,276152.72,1992-01-14,yes
582,332677,7621,36755.81,1992-01-14,no
583,333760,3038,135737.35,1992-01-14,no
584,336356,2434,68868.28,1992-01-14,no
585,337350,6107,122679.73,1992-01-14,yes
586,350208,6874,64168.35,1992-01-14,no
587,364801,2518,44463.52,1992-01-14,no
588,374208,7447,147426.98,1992-01-14,no
589,374243,1235,78502.38,1992-01-14,no
590,375104,478,7133.73,1992-01-14,no
591,375616,730,31612.41,1992-01-14,no
592,376448,4082,99314.25,1992-01-14,no
593,382786,2821,153041.62,1992-01-14,no
594,10151,3940,12681.38,1992-01-15,no
595,20834,7819,50649.59,1992-01-15,no
596,32615,9020,16078.93,1992-01-15,no
597,36357,4484,191802.33,1992-01-15,no
598,49543,2623,100608.4,1992-01-15,no
599,72487,7486,238915.7,1992-01-15,yes
600,81603,6226,109063.31,1992-01-15,no
601,84645,6791,76870.24,1992-01-15,no
602,93319,6583,301484.71,1992-01-15,yes
603,95203,883,174951.11,1992-01-15,no
604,101856,4652,68781.05,1992-01-15,no
605,117735,6611,128915.42,1992-01-15,no
606,122530,2815,122045.57,1992-01-15,no
607,124676,388,44717.54,1992-01-15,no
608,142946,472,195945.0,1992-01-15,no
609,163843,7763,162948.36,1992-01-15,no
610,171938,3944,210742.91,1992-01-15,yes
611,190848,872,268882.75,1992-01-15,yes
612,191270,5842,77361.42,1992-01-15,no
613,198304,1739,294654.75,1992-01-15,yes
614,200039,1517,86447.47,1992-01-15,no
615,201153,5399,174961.8,1992-01-15,no
616,214245,1546,181913.59,1992-01-15,no
617,234055,4663,239162.54,1992-01-15,yes
618,247168,4810,108492.39,1992-01-15,no
619,258215,8705,102487.94,1992-01-15,no
620,265925,8009,242891.6,1992-01-15,yes
621,266147,4822,142041.68,1992-01-15,no
622,269729,67,337169.53,1992-01-15,yes
623,281281,1420,221515.62,1992-01-15,yes
624,327975,6148,314729.94,1992-01-15,yes
625,352705,7055,157071.58,1992-01-15,no
626,352736,2918,169597.7,1992-01-15,yes
627,377346,850,111543.59,1992-01-15,no
